VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
WP0CA2A13F,King,Hunts Point,WA,98004,2015,PORSCHE,918,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,12,845000,48,100479039,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100
WP0AH2A70J,King,Bellevue,WA,98006,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,184400,41,113244169,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007
WP0AH2A71J,Clark,Brush Prairie,WA,98606,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,184400,18,107105750,POINT (-122.4767202 45.7381698),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040603
WP0AH2A73J,Clark,Vancouver,WA,98662,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,184400,17,183245247,POINT (-122.579351 45.671668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709
WP0AH2A7XJ,King,Kent,WA,98042,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,184400,47,475425590,POINT (-122.1145138 47.3581107),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031704
WP0CH2A76J,King,Mercer Island,WA,98040,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,184400,41,103328963,POINT (-122.2283088 47.5737238),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601
WP0CH2A75J,King,Sammamish,WA,98074,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,184400,45,254562381,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032317
WP0AH2A76J,King,Seatac,WA,98188,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,184400,33,277238377,POINT (-122.271716 47.452837),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028100
WP0AH2A7XJ,Snohomish,Lake Stevens,WA,98258,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,184400,44,144596238,POINT (-122.112265 48.0047),PUGET SOUND ENERGY INC,53061052505
WP0AH2A77J,King,Newcastle,WA,98056,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,184400,41,275095369,POINT (-122.1819876 47.5098889),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024703
WP0AH2A74J,Clark,Vancouver,WA,98662,2018,PORSCHE,PANAMERA,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,184400,17,145752232,POINT (-122.579351 45.671668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709
5YJRE1A11A,King,Bellevue,WA,98004,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,48,137365245,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023806
5YJRE1A32A,King,Kirkland,WA,98034,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,1,244019401,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300
5YJRE1A1XA,King,Bellevue,WA,98006,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,41,199539770,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902
5YJRE1A39A,Clark,Brush Prairie,WA,98606,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,17,267463178,POINT (-122.4767202 45.7381698),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713
5YJRE1A38A,King,Seattle,WA,98119,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,36,124661547,POINT (-122.36731 47.6377681),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900
5YJRE1A10A,King,Seattle,WA,98102,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,43,112555467,POINT (-122.32226 47.64058),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500
5YJRE1A14A,King,Federal Way,WA,98003,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,30,185701442,POINT (-122.31327 47.32309),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030007
5YJRE1A16A,King,Seattle,WA,98101,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,43,123892821,POINT (-122.335345 47.61079),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008101
5YJRE1A11A,King,Seattle,WA,98144,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,37,231914133,POINT (-122.30823 47.581975),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500
5YJRE1A16A,King,Kirkland,WA,98034,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,1,197156711,POINT (-122.209285 47.71124),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300
5YJRE1A14A,King,Redmond,WA,98052,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,48,203082540,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324
5YJRE1A14A,King,Seattle,WA,98112,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,43,108886998,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400
5YJRE1A18A,King,North Bend,WA,98045,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,5,115173376,POINT (-121.7705205 47.4816922),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704
5YJRE1A32A,Pierce,Steilacoom,WA,98388,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,28,477599923,POINT (-122.5970685 47.1686632),BONNEVILLE POWER ADMINISTRATION||TOWN OF STEILACOOM|CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072109
5YJRE1A39A,Snohomish,Edmonds,WA,98026,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,21,249588615,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061042005
5YJRE1A32A,Island,Freeland,WA,98249,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,10,233505996,POINT (-122.545737 48.018194),PUGET SOUND ENERGY INC,53029971301
5YJRE1A1XA,Spokane,Newman Lake,WA,99025,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,4,169216421,POINT (-117.075672 47.736783),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010102
5YJRE1A32A,King,Bellevue,WA,98006,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,41,155709683,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006
5YJRE1A11A,Snohomish,Mukilteo,WA,98275,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,21,149731004,POINT (-122.29943 47.912654),PUGET SOUND ENERGY INC,53061041301
5YJRE1A12A,King,Issaquah,WA,98027,2010,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,110950,5,247358450,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032604
5YJRE1A14B,King,Kirkland,WA,98033,2011,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,109000,45,192740243,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022402
5YJRE1A10B,King,Kent,WA,98042,2011,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,109000,47,183441352,POINT (-122.1145138 47.3581107),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031708
5YJRE1A11B,King,Sammamish,WA,98074,2011,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,109000,45,134061938,POINT (-122.0313266 47.6285782),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032316
5YJRE1A34B,King,Mercer Island,WA,98040,2011,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,109000,41,9547569,POINT (-122.2283088 47.5737238),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601
5YJRE1A14B,Snohomish,Brier,WA,98036,2011,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,109000,1,160902584,POINT (-122.287143 47.812199),PUGET SOUND ENERGY INC,53061051913
5YJRE1A16B,Island,Camano Island,WA,98282,2011,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,109000,10,124819334,POINT (-122.4842001 48.2013985),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53029971700
5YJRE1A18B,Klickitat,Lyle,WA,98635,2011,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,245,109000,14,243155510,POINT (-121.2470359 45.7510651),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF KLICKITAT COUNTY,53039950200
YH4K14AA5C,King,Kent,WA,98032,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,33,251064096,POINT (-122.235475 47.3809),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029102
YH4K16AA5C,Snohomish,Marysville,WA,98270,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,39,268937364,POINT (-122.17673 48.05542),PUGET SOUND ENERGY INC,53061052709
YH4K14AA6C,Skagit,Bow,WA,98232,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,40,172192114,POINT (-122.4202542 48.5607175),PUGET SOUND ENERGY INC,53057951900
YH4K14AA0C,Pacific,Raymond,WA,98577,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,19,236483782,POINT (-123.72855 46.686115),BONNEVILLE POWER ADMINISTRATION||PUD NO 2 OF PACIFIC COUNTY,53049950200
YH4K14AA9C,San Juan,Friday Harbor,WA,98250,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,40,172546195,POINT (-123.0679454 48.5327669),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960302
YH4K16AA1C,King,Seattle,WA,98136,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,34,191261577,POINT (-122.3894209 47.5407358),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011601
YH4K14AA0C,Kitsap,Bainbridge Island,WA,98110,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,23,196625971,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035091002
YH4K14AA5C,King,Mercer Island,WA,98040,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,41,256373575,POINT (-122.2283088 47.5737238),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601
YH4K10BA2C,Mason,Belfair,WA,98528,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,35,275990130,POINT (-122.8732523 47.4330039),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY,53045960500
YH4K14AA6C,Charles,Hughesville,MD,20637,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,,131146571,POINT (-76.773785 38.535383),NON WASHINGTON STATE ELECTRIC UTILITY,24017851402
YH4K14AA8C,Snohomish,Edmonds,WA,98026,2012,FISKER,KARMA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,102000,21,216204887,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050200
5YJRE11B08,Kitsap,Port Orchard,WA,98367,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,26,477996298,POINT (-122.6530052 47.4739066),PUGET SOUND ENERGY INC,53035092902
5YJRE11B88,King,Kirkland,WA,98033,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,45,146370661,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401
5YJRE11BX8,King,Seattle,WA,98109,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,36,147526704,POINT (-122.3441532 47.6305366),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006800
5YJRE11B38,King,Seattle,WA,98119,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,36,5212434,POINT (-122.36731 47.6377681),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900
5YJRE11B18,King,Issaquah,WA,98029,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,5,171437850,POINT (-121.9993659 47.5484866),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032221
5YJRE11B68,King,Seattle,WA,98177,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,32,227541513,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500
5YJRE11BX8,King,Redmond,WA,98052,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,48,189302445,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902
5YJRE11B38,King,Seattle,WA,98112,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,43,9934760,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
5YJRE11B18,King,Seattle,WA,98115,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,46,232827374,POINT (-122.3185 47.67949),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004000
5YJRE11B08,King,Seattle,WA,98103,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,43,105108503,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004901
5YJRE11B68,King,Seattle,WA,98112,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,37,8256251,POINT (-122.300312 47.629782),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800
5YJRE11B08,King,Bellevue,WA,98004,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,48,178726425,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805
5YJRE11B78,Kitsap,Kingston,WA,98346,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,23,241786842,POINT (-122.5178351 47.7981436),PUGET SOUND ENERGY INC,53035090101
5YJRE11B38,San Juan,Friday Harbor,WA,98250,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,40,132987529,POINT (-123.0679454 48.5327669),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960302
5YJRE11B28,Spokane,Spokane,WA,99217,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,4,105438511,POINT (-117.3167812 47.7100595),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063011302
5YJRE11B08,King,Seattle,WA,98199,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,36,143221620,POINT (-122.394937 47.649547),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
5YJRE11B88,Pierce,Lakewood,WA,98499,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,28,127308184,POINT (-122.5181098 47.1712579),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053071902
5YJRE11B68,Pierce,Gig Harbor,WA,98329,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,26,121274121,POINT (-122.6657985 47.383359),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072601
5YJRE11B58,King,Redmond,WA,98053,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,5,232155668,POINT (-122.030684 47.669552),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315
5YJRE11B78,Whatcom,Ferndale,WA,98248,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,42,164727923,POINT (-122.6011039 48.85324),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073010600
WBA7J2C52K,King,Seattle,WA,98102,2019,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,91250,43,270210741,POINT (-122.32226 47.64058),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006600
WBA7J2C55K,King,Seattle,WA,98117,2019,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,91250,36,475825276,POINT (-122.377938 47.690166),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003100
WBA7J2C50K,Spokane,Spokane Valley,WA,99206,2019,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,91250,4,221406776,POINT (-117.24549 47.6534),BONNEVILLE POWER ADMINISTRATION||VERA IRRIGATION DISTRICT #15,53063012401
WBA7J2C52K,King,Issaquah,WA,98027,2019,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,91250,5,202928722,POINT (-122.03646 47.534065),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032102
WBA7J2C54K,Pierce,Puyallup,WA,98371,2019,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,91250,25,244884377,POINT (-122.299155 47.19178),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053940010
WBA7J2C51J,King,Bellevue,WA,98004,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,48,474348269,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001
WBA7J2C54J,Snohomish,Edmonds,WA,98026,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,21,476499572,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050200
WBA7J2C57J,King,Mercer Island,WA,98040,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,41,208699144,POINT (-122.2283088 47.5737238),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500
WBA7J2C56J,King,Kirkland,WA,98033,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,48,167076031,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502
WBA7J2C52J,King,Bellevue,WA,98006,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,41,236624286,POINT (-122.16937 47.571015),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025007
WBA7J2C53J,King,Medina,WA,98039,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,48,185028441,POINT (-122.2363532 47.621118),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024200
WBA7J2C51J,King,Kirkland,WA,98033,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,48,124942275,POINT (-122.20264 47.6785),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501
WBA7J2C54J,Snohomish,Mill Creek,WA,98012,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,44,2227578,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052008
WBA7J2C57J,King,Renton,WA,98059,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,5,187581215,POINT (-122.134502 47.492627),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031904
WBA7J2C58J,Yakima,Selah,WA,98942,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,15,179548379,POINT (-120.54188 46.654175),PACIFICORP,53077003400
WBA7J2C57J,Walla Walla,Walla Walla,WA,99362,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,16,127076351,POINT (-118.34332 46.063985),PACIFICORP,53071920801
WBA7J2C54J,King,Kent,WA,98031,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,47,144448188,POINT (-122.2012521 47.3931814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029602
WBA7J2C59J,Pierce,Puyallup,WA,98375,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,2,249980923,POINT (-122.3085456 47.1042426),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053073127
WBA7J2C5XJ,Spokane,Spokane,WA,99208,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,6,144692873,POINT (-117.40725 47.718625),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010702
WBA7J2C50J,Spokane,Spokane Valley,WA,99037,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,4,131630383,POINT (-117.193798 47.646855),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063012902
WBA7J2C52J,Multnomah,Portland,OR,97214,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,,170860924,POINT (-122.642852 45.515753),NON WASHINGTON STATE ELECTRIC UTILITY,41051001101
WBA7J2C50J,Mason,Union,WA,98592,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,35,172928913,POINT (-123.06842 47.33529),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 1 OF MASON COUNTY,53045960500
WBA7J2C56J,Spokane,Veradale,WA,99016,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,4,310978559,POINT (-117.1598888 47.6568937),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013001
WBA7J2C52J,Snohomish,Edmonds,WA,98026,2018,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,90700,21,223897474,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050101
WBA7J2C50H,King,Renton,WA,98056,2017,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,89100,41,142386037,POINT (-122.1819876 47.5098889),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304
WBA7J2C38H,Kitsap,Hansville,WA,98340,2017,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,89100,23,255665980,POINT (-122.5638082 47.8995458),PUGET SOUND ENERGY INC,53035090101
WBA7J2C34H,King,Seattle,WA,98101,2017,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,89100,43,226103930,POINT (-122.335345 47.61079),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008102
WBA7J2C37H,Chelan,Wenatchee,WA,98801,2017,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,89100,12,144681414,POINT (-120.32009 47.42255),PUD NO 1 OF CHELAN COUNTY,53007961304
WBA7J2C36H,Pierce,South Hill,WA,98375,2017,BMW,740E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,89100,2,251461759,POINT (-122.3085456 47.1042426),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||ELMHURST MUTUAL POWER & LIGHT CO|PENINSULA LIGHT COMPANY,53053073120
